address_id,address,matched,address_id2,address_matched,suburb,postcode,latitude,longitude,similarity
123,KOTARA HOME CENTRE 1 KULLAIBA ROAD KOTARA 2289 NSW,1,10042406.0,SHOP 19 1 KULLAIBA RD KOTARA NSW 2289,KOTARA,2289.0,-32.93925094604490,151.7096710205080,0.6666666666666670
124,SHOP 29 30 FORREST WAY SHOPPING CENTRE WARRINGAH ROAD FORREST WAY FRENCHS FOREST 2086 NSW,1,1770617.0,SHOP 30 2 18 FOREST WAY FRENCHS FOREST NSW 2086,FRENCHS FOREST,2086.0,-33.750919342041000,151.2253875732420,0.39215686274509800
125,SHOP 9A VALLEY METRO 230 BRUNSWICK STREET FORTITUDE VALLEY 4006 QLD,1,13610314.0,SHOP 9 230 BRUNSWICK ST FORTITUDE VALLEY QLD 4006,FORTITUDE VALLEY,4006.0,-27.4558162689209,153.03404235839800,0.5606060606060610
126,SHOP NO FS1 STAFFORD CITY SHOPPING CENTRE 400 STAFFORD ROAD STAFFORD 4053 QLD,1,1322588.0,STAFFORD CITY SHOPPING CENTRE SHOP 1 400 STAFFORD RD STAFFORD QLD 4053,STAFFORD,4053.0,-27.412073135376000,153.0123748779300,0.5675675675675680
127,421 LOGAN RIVER ROAD BETHANIA 4205 QLD,0.5,4772151.0,LOT 1 LOGAN RIVER RD BETHANIA QLD 4205,BETHANIA,4205.0,-27.6964054107666,153.15618896484400,0.4224137931034480
128,3 GRAHAM AVENUE CASULA 2170 NSW,1,12402663.0,3 GRAHAM AV CASULA NSW 2170,CASULA,2170.0,-33.94034194946290,150.91201782226600,0.8235294117647060
129,TENANCY 1 88 BUNDALL ROAD BUNDALL 4217 QLD,1,4462232.0,88 BUNDALL RD BUNDALL QLD 4217,BUNDALL,4217.0,-28.006284713745100,153.41244506835900,0.4150943396226420
130,47 MAROONDAH HWY CROYDON 3136 VIC,1,8112936.0,47 MAROONDAH HWY CROYDON VIC 3136,CROYDON,3136.0,-37.790897369384800,145.26315307617200,0.9591836734693880
131,24 ADELAIDE RD MT BARKER 5251 SA,1,13538033.0,24 ADELAIDE RD MOUNT BARKER SA 5251,MOUNT BARKER,5251.0,-35.06670379638670,138.8569793701170,0.8148148148148150
132,1 PARK PL CALOUNDRA 4551 QLD,1,9275384.0,1 PARK PL CALOUNDRA QLD 4551,CALOUNDRA,4551.0,-26.804540634155300,153.12353515625,0.975609756097561
133,205 GOVERNMENT ROAD RICHLANDS 4077 QLD,1,3758409.0,205 GOVERNMENT RD RICHLANDS QLD 4077,RICHLANDS,4077.0,-27.599912643432600,152.9505615234380,0.9152542372881360
134,1 NEXUS DRIVE PIMPAMA 4209 QLD,1,4892636.0,1 NEXUS DR PIMPAMA QLD 4209,PIMPAMA,4209.0,-27.82154083251950,153.29580688476600,0.8431372549019610
135,F09 13 HERVEY RANGE ROAD THURINGOWA CENTRAL 4817 QLD,0.5,4395684.0,SHOP 179 13 HERVEY RANGE RD THURINGOWA CENTRAL QLD 4817,THURINGOWA CENTRAL,4817.0,-19.314298629760700,146.7271728515630,0.5365853658536590
136,460 GREENHILL RD LINDEN PARK 5065 SA,1,13637643.0,460 GREENHILL RD LINDEN PARK SA 5065,LINDEN PARK,5065.0,-34.939170837402300,138.65029907226600,0.9615384615384620
137,2125 SANDGATE RD BOONDALL 4034 QLD,1,1228504.0,2125 SANDGATE RD BOONDALL QLD 4034,BOONDALL,4034.0,-27.36319351196290,153.06201171875,0.9803921568627450
138,647 651 WAVERLEY ROAD MALVERN EAST 3145 VIC,1,14154435.0,647 651 WAVERLEY RD MALVERN EAST VIC 3145,MALVERN EAST,3145.0,-37.87962341308590,145.09014892578100,0.890625
139,PART 71 FLEMINGTON ROAD MELBOURNE 3051 VIC,1,13006137.0,71 FLEMINGTON RD NORTH MELBOURNE VIC 3051,NORTH MELBOURNE,3051.0,-37.79920959472660,144.9539031982420,0.7605633802816900
140,179 203 BOAT HARBOUR DRIVE PIALBA 4655 QLD,1,7875987.0,179 203 BOAT HARBOUR DR PIALBA QLD 4655,PIALBA,4655.0,-25.289213180542000,152.83963012695300,0.8769230769230770
141,617 641 MAIN SOUTH RD OLD NOARLUNGA 5168 SA,1,9927780.0,617 MAIN SOUTH RD OLD NOARLUNGA SA 5168,OLD NOARLUNGA,5168.0,-35.18210983276370,138.49380493164100,0.6
142,TENANCY 1 507 515 PACIFIC HWY BELMONT 2280 NSW,1,7016371.0,515 PACIFIC HWY BELMONT NSW 2280,BELMONT,2280.0,-33.032752990722700,151.6611785888670,0.3880597014925370
143,PAD SITE 1 BURNSIDE PARK HUB WESTERN HIGHWAY BURNSIDE 3023 VIC,0.5,10036473.0,UNIT 1 1 BURNSIDE ST DEER PARK VIC 3023,DEER PARK,3023.0,-37.770870208740200,144.77227783203100,0.6052631578947370
144,158 164 HAWKESBURY RD WESTMEAD 2145 NSW,1,7914562.0,164 HAWKESBURY RD WESTMEAD NSW 2145,WESTMEAD,2145.0,-33.80652618408200,150.9873046875,0.5862068965517240
145,PAD 2 CNR 420 MILES PLATTING AND GARDNER ROADS ROCHEDALE 4123 QLD,1,3655448.0,420 MILES PLATTING RD ROCHEDALE QLD 4123,ROCHEDALE,4123.0,-27.578418731689500,153.11331176757800,0.49572649572649600
146,CORNER OF HUME HIGHWAY AND MAHONEY S ROAD SYDNEY ROAD CAMPBELLFIELD 3061 VIC,0.5,,,,,,,
147,SHOP FS002 206 WARNBRO SOUND AVENUE WARNBRO CENTRE WARNBRO 6169 WA,1,3832928.0,SHOP 2 206 WARNBRO SOUND AV WARNBRO WA 6169,WARNBRO,6169.0,-32.346351623535200,115.7627182006840,0.45410628019323700
148,74 PRINCES HWY 1 DEVENEY ST PAKENHAM 3810 VIC,1,405375.0,74 PRINCES HWY PAKENHAM VIC 3810,PAKENHAM,3810.0,-38.071014404296900,145.4794921875,0.5128205128205130
149,PAD SITE 4 MORAYFIELD SUPER CENTRE 312 344 MORAYFIELD ROAD MORAYFIELD 4506 QLD,1,7299190.0,SHOP 4 312 344 MORAYFIELD RD MORAYFIELD QLD 4506,MORAYFIELD,4506.0,-27.117321014404300,152.952392578125,0.5974025974025970
150,1067 OXLEY HIGHWAY THRUMSTER 4222 NSW,1,15412244.0,GUZMAN Y GOMEZ 1067 OXLEY HWY THRUMSTER NSW 2444,THRUMSTER,2444.0,-31.463729858398400,152.8213348388670,0.3051948051948050
151,721 SEVENTEEN MILE ROCKS RD SINNAMON PARK JINDALEE 4073 QLD,1,12131537.0,721 SEVENTEEN MILE ROCKS RD SINNAMON PARK QLD 4073,SINNAMON PARK,4073.0,-27.536287307739300,152.94898986816400,0.9054054054054050
152,CNR BALLARAT ROAD BUTLER STREET PADSITE 330 BALLARAT ROAD BRAYBROOK 3019 VIC,1,12825166.0,UNIT 9 330 BALLARAT RD BRAYBROOK VIC 3019,BRAYBROOK,3019.0,-37.77924346923830,144.85076904296900,0.6153846153846150
153,LOT 5 131 QUEEN ST SOUTHPORT 4215 QLD,1,15425109.0,131 QUEEN ST SOUTHPORT QLD 4215,SOUTHPORT,4215.0,-27.97188377380370,153.4087371826170,0.5866666666666670
154,77 DALY STREET ASC ASCOT 6104 WA,1,2137634.0,77 DALY ST ASCOT WA 6104,ASCOT,6104.0,-31.941869735717800,115.9245376586910,0.8
155,2 4 BATHURST STREET ORANGE 2800 NSW,1,3955108.0,2 4 BATHURST ST COBAR NSW 2835,COBAR,2835.0,-31.485746383667000,145.82899475097700,0.3555555555555560
156,17 23 PUCKLE ST MOONEE PONDS 3039 VIC,1,2245018.0,17 23 PUCKLE ST MOONEE PONDS VIC 3039,MOONEE PONDS,3039.0,-37.767921447753900,144.923583984375,0.9636363636363640
157,CORNER MALAGA DRIVE BERINGARRA AVENUE MALAGA 6090 WA,0,,,,,,,
158,SHOP EXT04 LAKE HAVEN SHOPPING CENTRE GOOBARABAH AVENUE LAKE HAVEN 2263 NSW,1,14742879.0,LAKE HAVEN SHOPPING CENTRE 43 LAKE HAVEN DR LAKE HAVEN NSW 2263,LAKE HAVEN,2263.0,-33.241329193115200,151.5037078857420,0.3176470588235290
159,34 STUART HIGHWAY STUART PARK 820 NT,1,12308677.0,34 STUART HWY STUART PARK NT 0820,STUART PARK,820.0,-12.448832511901900,130.8415069580080,0.37755102040816300
160,PAD SITE 7 537 MULGRAVE RD EARLVILLE 4870 QLD,0,13848496.0,UNIT 7 537 ROSS RIVER RD CRANBROOK QLD 4814,CRANBROOK,4814.0,-19.310985565185500,146.74578857421900,0.25
161,357 SAMSONVALE RD WARNER 4500 QLD,1,5507989.0,357 SAMSONVALE RD WARNER QLD 4500,WARNER,4500.0,-27.29156494140630,152.95199584960900,0.98
162,8 LAVER DRIVE ROBINA ROBINA 4226 QLD,1,3586541.0,8 LAVER DR ROBINA QLD 4226,ROBINA,4226.0,-28.081588745117200,153.3818817138670,0.8863636363636360
163,2269 MELTON HIGHWAY MELTON 3337 VIC,1,2159609.0,2269 MELTON HWY MELTON VIC 3337,MELTON,3337.0,-37.68863296508790,144.6059112548830,0.7916666666666670
164,SHOPS 14 15 AND 16 MILTON VILLAGE 12 36 BAROONA ROAD MILTON 4064 QLD,0.5,2296207.0,SHOP 12 36 BAROONA RD MILTON QLD 4064,MILTON,4064.0,-27.468435287475600,153.0023956298830,0.33974358974359000
165,103 105 PRINCES HIGHWAY FAIRY MEADOW 2519 NSW,1,9225046.0,105 PRINCES HWY FAIRY MEADOW NSW 2519,FAIRY MEADOW,2519.0,-34.40027618408200,150.89138793945300,0.5454545454545450
166,30 LAKESIDE DR IDALIA 4811 QLD,1,8930707.0,2 30 LAKESIDE DR IDALIA QLD 4811,IDALIA,4811.0,-19.31557846069340,146.8169403076170,0.8936170212765960
167,403 407 ELIZABETH AVENUE KIPPA RING 4021 QLD,1,6590190.0,407 ELIZABETH AV KIPPA RING QLD 4021,KIPPA-RING,4021.0,-27.229848861694300,153.08566284179700,0.5454545454545450
168,223 225 MARRICKVILLE ROAD MARRICKVILLE 2204 NSW,1,1690195.0,223 225 MARRICKVILLE RD MARRICKVILLE NSW 2204,MARRICKVILLE,2204.0,-33.9106559753418,151.15711975097700,0.8653846153846150
169,239 GLENHUNTLY ROAD ELSTERNWICK 3185 VIC,0,,,,,,,
170,52 68 PRINCES HIGHWAY UNANDERRA 2526 NSW,1,13825126.0,56 68 PRINCES HWY UNANDERRA NSW 2526,UNANDERRA,2526.0,-34.45315170288090,150.8459930419920,0.5555555555555560
171,621 659 BELLARINE HIGHWAY LEOPOLD 3224 VIC,1,11699455.0,621 659 BELLARINE HWY LEOPOLD VIC 3224,LEOPOLD,3224.0,-38.186256408691400,144.45347595214800,0.8656716417910450
172,226 BRIDGE STREET TAMWORTH 2340 NSW,1,11912873.0,226 BRIDGE ST WEST TAMWORTH NSW 2340,WEST TAMWORTH,2340.0,-31.094989776611300,150.91444396972700,0.8448275862068970
173,CNR SHORE ST WEST AND WELLINGTON STREET CLEVELAND 4163 QLD,0,12950090.0,WELLINGTON STREET URBAN HABITAT 37 WELLINGTON ST CLEVELAND QLD 4163,CLEVELAND,4163.0,-27.52811050415040,153.2544403076170,0.6707317073170730
174,1881 CREEK RD CANNON HILL 4170 QLD,1,13136755.0,1881 CREEK RD CANNON HILL QLD 4170,CANNON HILL,4170.0,-27.472187042236300,153.09762573242200,0.98
175,122 124 PLUNKETT STREET NOWRA 2541 NSW,1,5956707.0,124 PLUNKETT ST NOWRA NSW 2541,NOWRA,2541.0,-34.8792724609375,150.6049346923830,0.5620915032679740
176,102 GREAT NORTH ROAD FIVE DOCK 2046 NSW,1,14230152.0,102 GREAT NORTH RD FIVE DOCK NSW 2046,FIVE DOCK,2046.0,-33.86807632446290,151.13011169433600,0.9016393442622950
177,2 LLOYDS LANE YATALA 4207 QLD,1,4396374.0,2 LLOYDS LANE YATALA QLD 4207,YATALA,4207.0,-27.736953735351600,153.22767639160200,0.9523809523809520
178,74 STATION ST FAIRFIELD 3078 VIC,1,5065649.0,74 STATION ST FAIRFIELD VIC 3078,FAIRFIELD,3078.0,-37.77874755859380,145.0179443359380,0.9591836734693880
179,1 SPITFIRE DRIVE DUBBO 2830 NSW,1,5595255.0,1 SPITFIRE DR DUBBO NSW 2830,DUBBO,2830.0,-32.25636291503910,148.61888122558600,0.86
180,331 RIPLEY RD RIPLEY 4306 QLD,1,8136381.0,SUNSHINE PARK 295 331 MONTEREA RD RIPLEY QLD 4306,RIPLEY,4306.0,-27.660709381103500,152.76979064941400,0.4520547945205480
181,215 CAMPBELL ROAD CANNING VALE 6155 WA,1,4880055.0,215 CAMPBELL RD CANNING VALE WA 6155,CANNING VALE,6155.0,-32.09304428100590,115.92463684082000,0.8909090909090910
182,417 BRIDGE STREET WILSONTON 4350 QLD,1,11860866.0,417 BRIDGE ST WILSONTON QLD 4350,WILSONTON,4350.0,-27.543216705322300,151.92333984375,0.8909090909090910
183,BUILDING 1 539 SOUTHPORT NERANG ROAD MOLENDINAR 4214 QLD,1,14365099.0,UNIT 1 397 SOUTHPORT NERANG RD MOLENDINAR QLD 4214,MOLENDINAR,4214.0,-27.981735229492200,153.3738250732420,0.5040650406504070
184,66 70 BRIGHTON ROAD GLENELG 5045 SA,1,2639397.0,66 70 BRIGHTON RD GLENELG EAST SA 5045,GLENELG EAST,5045.0,-34.985504150390600,138.5209503173830,0.8166666666666670
185,SHOP 14 178 CAMPBELL PARADE BONDI BEACH 2026 NSW,1,13988958.0,UNIT 14 178 CAMPBELL PDE BONDI BEACH NSW 2026,BONDI BEACH,2026.0,-33.889854431152300,151.27464294433600,0.76
186,306 ALICE STREET MARYBOROUGH 4650 QLD,1,14446145.0,306 ALICE ST MARYBOROUGH QLD 4650,MARYBOROUGH,4650.0,-25.539531707763700,152.6974639892580,0.9
187,110 ELIZABETH STREET TIGHES HILL 2297 NSW,1,13172998.0,110 ELIZABETH ST TIGHES HILL NSW 2297,TIGHES HILL,2297.0,-32.90579605102540,151.7586212158200,0.8983050847457630
188,78 SYDNEY ROAD BRUNSWICK 3056 VIC,1,13058584.0,74 78 SYDNEY RD BRUNSWICK VIC 3056,BRUNSWICK,3056.0,-37.77600860595700,144.96080017089800,0.7966101694915250
189,STOCKLAND VILLAGE 304 GILLIES STREET N WENDOUREE 3355 VIC,0,13930110.0,GILLIES STREET RETIREMENT VILLAGE 4 CHARLES ANDERSON GR LAKE GARDENS VIC 3355,LAKE GARDENS,3355.0,-37.54205322265630,143.821044921875,0.2552083333333330
190,11A MONTGOMERY STREET KOGARAH 2217 NSW,1,1151019.0,11A MONTGOMERY ST KOGARAH NSW 2217,KOGARAH,2217.0,-33.963504791259800,151.13340759277300,0.8909090909090910
191,180 220 SOMERTON ROAD ROXBURGH 3064 VIC,1,4760807.0,180 220 SOMERTON RD ROXBURGH PARK VIC 3064,ROXBURGH PARK,3064.0,-37.64048385620120,144.93173217773400,0.8260869565217390
192,10 12 ANZAC ROAD TUGGERAH 2259 NSW,1,9681706.0,10 12 ANZAC RD TUGGERAH NSW 2259,TUGGERAH,2259.0,-33.307559967041000,151.41807556152300,0.8727272727272730
193,93 FITZROY ST ROCKHAMPTON 4700 QLD,1,9703192.0,93 FITZROY ST GRAFTON NSW 2460,GRAFTON,2460.0,-29.691940307617200,152.93389892578100,0.21232876712328800
194,115 RIVER ROAD GYMPIE 4570 QLD,1,7036253.0,115 RIVER RD GYMPIE QLD 4570,GYMPIE,4570.0,-26.199905395507800,152.66664123535200,0.8541666666666670
